"Sex","Age","Year","Principal","Low","High"
"M",91,2012,19719.31,19719.31,19719.31
"M",92,2012,21641.72,21641.72,21641.72
"M",93,2012,23688.69,23688.69,23688.69
"M",94,2012,25867.83,25867.83,25867.83
"M",95,2012,28181.49,28181.49,28181.49
"M",96,2012,30624.21,30624.21,30624.21
"M",97,2012,33250.17,33250.17,33250.17
"M",98,2012,36002.58,36002.58,36002.58
"M",99,2012,38785.35,38785.35,38785.35
"M",100,2012,41632.32,41632.32,41632.32
"M",101,2012,44539.77,44539.77,44539.77
"M",102,2012,47485.75,47485.75,47485.75
"M",103,2012,50449.61,50449.61,50449.61
"M",104,2012,53413.12,53413.12,53413.12
"M",105,2012,56363.04,56363.04,56363.04
"M",106,2012,59285.27,59285.27,59285.27
"M",107,2012,62165.96,62165.96,62165.96
"M",108,2012,64990.37,64990.37,64990.37
"M",109,2012,67742.58,67742.58,67742.58
"M",110,2012,70408.86,70408.86,70408.86
"M",111,2012,72977.89,72977.89,72977.89
"M",112,2012,75439.82,75439.82,75439.82
"M",113,2012,77786.88,77786.88,77786.88
"M",114,2012,80013.34,80013.34,80013.34
"M",115,2012,82115.5,82115.5,82115.5
"M",116,2012,84091.49,84091.49,84091.49
"M",117,2012,85941.14,85941.14,85941.14
"M",118,2012,87665.75,87665.75,87665.75
"M",119,2012,89267.92,89267.92,89267.92
"M",120,2012,90751.31,90751.31,90751.31
"M",121,2012,92120.41,92120.41,92120.41
"M",122,2012,93380.37,93380.37,93380.37
"M",123,2012,94536.79,94536.79,94536.79
"M",124,2012,95595.59,95595.59,95595.59
"M",125,2012,1e+05,1e+05,1e+05
"F",-1,2013,317.1617,317.1617,317.1617
"F",0,2013,70.13076,70.13076,70.13076
"F",1,2013,22.46947,22.46947,22.46947
"F",2,2013,14.27164,14.27164,14.27164
"F",3,2013,10.91342,10.91342,10.91342
"F",4,2013,9.369557,9.369557,9.369557
"F",5,2013,8.416332,8.416332,8.416332
"F",6,2013,7.678819,7.678819,7.678819
"F",7,2013,7.151682,7.151682,7.151682
"F",8,2013,6.834082,6.834082,6.834082
"F",9,2013,6.78222,6.78222,6.78222
"F",10,2013,7.04911,7.04911,7.04911
"F",11,2013,7.683026,7.683026,7.683026
"F",12,2013,8.796655,8.796655,8.796655
"F",13,2013,10.34926,10.34926,10.34926
"F",14,2013,12.21188,12.21188,12.21188
"F",15,2013,14.16028,14.16028,14.16028
"F",16,2013,16.04066,16.04066,16.04066
"F",17,2013,17.90059,17.90059,17.90059
"F",18,2013,19.80493,19.80493,19.80493
"F",19,2013,21.44447,21.44447,21.44447
"F",20,2013,22.4074,22.4074,22.4074
"F",21,2013,22.85704,22.85704,22.85704
"F",22,2013,23.14254,23.14254,23.14254
"F",23,2013,23.48102,23.48102,23.48102
"F",24,2013,24.24229,24.24229,24.24229
"F",25,2013,25.6594,25.6594,25.6594
"F",26,2013,27.63506,27.63506,27.63506
"F",27,2013,30.09553,30.09553,30.09553
"F",28,2013,32.93345,32.93345,32.93345
"F",29,2013,36.00911,36.00911,36.00911
"F",30,2013,39.17919,39.17919,39.17919
"F",31,2013,42.43651,42.43651,42.43651
"F",32,2013,45.87986,45.87986,45.87986
"F",33,2013,49.62928,49.62928,49.62928
"F",34,2013,53.83848,53.83848,53.83848
"F",35,2013,58.6824,58.6824,58.6824
"F",36,2013,64.25912,64.25912,64.25912
"F",37,2013,70.50003,70.50003,70.50003
"F",38,2013,77.32015,77.32015,77.32015
"F",39,2013,84.61975,84.61975,84.61975
"F",40,2013,92.47402,92.47402,92.47402
"F",41,2013,100.7983,100.7983,100.7983
"F",42,2013,109.5427,109.5427,109.5427
"F",43,2013,118.9679,118.9679,118.9679
"F",44,2013,129.2963,129.2963,129.2963
"F",45,2013,140.8996,140.8996,140.8996
"F",46,2013,154.0787,154.0787,154.0787
"F",47,2013,168.954,168.954,168.954
"F",48,2013,185.524,185.524,185.524
"F",49,2013,203.8611,203.8611,203.8611
"F",50,2013,223.8569,223.8569,223.8569
"F",51,2013,244.56,244.56,244.56
"F",52,2013,267.1801,267.1801,267.1801
"F",53,2013,293.0393,293.0393,293.0393
"F",54,2013,322.132,322.132,322.132
"F",55,2013,354.3922,354.3922,354.3922
"F",56,2013,388.7838,388.7838,388.7838
"F",57,2013,425.4244,425.4244,425.4244
"F",58,2013,464.7446,464.7446,464.7446
"F",59,2013,506.5662,506.5662,506.5662
"F",60,2013,551.1441,551.1441,551.1441
"F",61,2013,598.8812,598.8812,598.8812
"F",62,2013,650.5357,650.5357,650.5357
"F",63,2013,707.0403,707.0403,707.0403
"F",64,2013,769.6344,769.6344,769.6344
"F",65,2013,840.2391,840.2391,840.2391
"F",66,2013,920.516,920.516,920.516
"F",67,2013,1011.915,1011.915,1011.915
"F",68,2013,1115.599,1115.599,1115.599
"F",69,2013,1233.345,1233.345,1233.345
"F",70,2013,1364.579,1364.579,1364.579
"F",71,2013,1510.981,1510.981,1510.981
"F",72,2013,1677.158,1677.158,1677.158
"F",73,2013,1865.071,1865.071,1865.071
"F",74,2013,2077.696,2077.696,2077.696
"F",75,2013,2321.178,2321.178,2321.178
"F",76,2013,2603.534,2603.534,2603.534
"F",77,2013,2933.951,2933.951,2933.951
"F",78,2013,3318.534,3318.534,3318.534
"F",79,2013,3764.464,3764.464,3764.464
"F",80,2013,4279.925,4279.925,4279.925
"F",81,2013,4867.433,4867.433,4867.433
"F",82,2013,5534.088,5534.088,5534.088
"F",83,2013,6293.704,6293.704,6293.704
"F",84,2013,7156.548,7156.548,7156.548
"F",85,2013,8129.546,8129.546,8129.546
"F",86,2013,9218.557,9218.557,9218.557
"F",87,2013,10430.16,10430.16,10430.16
"F",88,2013,11769.55,11769.55,11769.55
"F",89,2013,13240.56,13240.56,13240.56
"F",90,2013,14841.04,14841.04,14841.04
"F",91,2013,16571.96,16571.96,16571.96
"F",92,2013,18437.83,18437.83,18437.83
"F",93,2013,20426.19,20426.19,20426.19
"F",94,2013,22513.16,22513.16,22513.16
"F",95,2013,24666.98,24666.98,24666.98
"F",96,2013,26854.42,26854.42,26854.42
"F",97,2013,29077.28,29077.28,29077.28
"F",98,2013,31353.56,31353.56,31353.56
"F",99,2013,33700.89,33700.89,33700.89
"F",100,2013,36155.76,36155.76,36155.76
"F",101,2013,38737.55,38737.55,38737.55
"F",102,2013,42312.01,42312.01,42312.01
"F",103,2013,46144.81,46144.81,46144.81
"F",104,2013,49319.84,49319.84,49319.84
"F",105,2013,52511.06,52511.06,52511.06
"F",106,2013,55672.64,55672.64,55672.64
"F",107,2013,58788.9,58788.9,58788.9
"F",108,2013,61868.95,61868.95,61868.95
"F",109,2013,64892.23,64892.23,64892.23
"F",110,2013,67840.14,67840.14,67840.14
"F",111,2013,70696.55,70696.55,70696.55
"F",112,2013,73447.05,73447.05,73447.05
"F",113,2013,76079.64,76079.64,76079.64
"F",114,2013,78584.88,78584.88,78584.88
"F",115,2013,80955.87,80955.87,80955.87
"F",116,2013,83188.16,83188.16,83188.16
"F",117,2013,85279.6,85279.6,85279.6
"F",118,2013,87230.1,87230.1,87230.1
"F",119,2013,89041.37,89041.37,89041.37
"F",120,2013,90716.69,90716.69,90716.69
"F",121,2013,92260.55,92260.55,92260.55
"F",122,2013,93678.46,93678.46,93678.46
"F",123,2013,94976.63,94976.63,94976.63
"F",124,2013,96161.79,96161.79,96161.79
"F",125,2013,1e+05,1e+05,1e+05
"M",-1,2013,390.3323,390.3323,390.3323
"M",0,2013,85.04296,85.04296,85.04296
"M",1,2013,25.26947,25.26947,25.26947
"M",2,2013,15.6353,15.6353,15.6353
"M",3,2013,12.01423,12.01423,12.01423
"M",4,2013,10.47386,10.47386,10.47386
"M",5,2013,9.509726,9.509726,9.509726
"M",6,2013,8.645943,8.645943,8.645943
"M",7,2013,7.925664,7.925664,7.925664
"M",8,2013,7.390084,7.390084,7.390084
"M",9,2013,7.207318,7.207318,7.207318
"M",10,2013,7.612205,7.612205,7.612205
"M",11,2013,8.687634,8.687634,8.687634
"M",12,2013,10.48809,10.48809,10.48809
"M",13,2013,13.14643,13.14643,13.14643
"M",14,2013,16.8209,16.8209,16.8209
"M",15,2013,21.63231,21.63231,21.63231
"M",16,2013,27.46978,27.46978,27.46978
"M",17,2013,34.03968,34.03968,34.03968
"M",18,2013,40.71628,40.71628,40.71628
"M",19,2013,46.42494,46.42494,46.42494
"M",20,2013,50.20817,50.20817,50.20817
"M",21,2013,51.95606,51.95606,51.95606
"M",22,2013,52.33823,52.33823,52.33823
"M",23,2013,52.23708,52.23708,52.23708
"M",24,2013,52.48871,52.48871,52.48871
"M",25,2013,53.69309,53.69309,53.69309
"M",26,2013,56.03827,56.03827,56.03827
"M",27,2013,59.41805,59.41805,59.41805
"M",28,2013,63.61606,63.61606,63.61606
"M",29,2013,68.28604,68.28604,68.28604
"M",30,2013,73.17618,73.17618,73.17618
"M",31,2013,78.25668,78.25668,78.25668
"M",32,2013,83.6632,83.6632,83.6632
"M",33,2013,89.66312,89.66312,89.66312
"M",34,2013,96.57712,96.57712,96.57712
"M",35,2013,104.5457,104.5457,104.5457
"M",36,2013,113.5319,113.5319,113.5319
"M",37,2013,123.4781,123.4781,123.4781
"M",38,2013,134.11,134.11,134.11
"M",39,2013,145.2095,145.2095,145.2095
"M",40,2013,156.6968,156.6968,156.6968
"M",41,2013,168.5936,168.5936,168.5936
"M",42,2013,180.9944,180.9944,180.9944
"M",43,2013,193.9559,193.9559,193.9559
"M",44,2013,207.5439,207.5439,207.5439
"M",45,2013,221.979,221.979,221.979
"M",46,2013,237.7102,237.7102,237.7102
"M",47,2013,255.1313,255.1313,255.1313
"M",48,2013,274.8166,274.8166,274.8166
"M",49,2013,297.3281,297.3281,297.3281
"M",50,2013,323.4693,323.4693,323.4693
"M",51,2013,353.8685,353.8685,353.8685
"M",52,2013,388.1341,388.1341,388.1341
"M",53,2013,426.3564,426.3564,426.3564
"M",54,2013,469.1353,469.1353,469.1353
"M",55,2013,516.4777,516.4777,516.4777
"M",56,2013,568.2795,568.2795,568.2795
"M",57,2013,624.9201,624.9201,624.9201
"M",58,2013,686.1875,686.1875,686.1875
"M",59,2013,751.2793,751.2793,751.2793
"M",60,2013,819.7183,819.7183,819.7183
"M",61,2013,891.8012,891.8012,891.8012
"M",62,2013,968.7558,968.7558,968.7558
"M",63,2013,1052.239,1052.239,1052.239
"M",64,2013,1144.33,1144.33,1144.33
"M",65,2013,1248.353,1248.353,1248.353
"M",66,2013,1368.483,1368.483,1368.483
"M",67,2013,1507.458,1507.458,1507.458
"M",68,2013,1665.81,1665.81,1665.81
"M",69,2013,1843.899,1843.899,1843.899
"M",70,2013,2042.514,2042.514,2042.514
"M",71,2013,2261.035,2261.035,2261.035
"M",72,2013,2499.111,2499.111,2499.111
"M",73,2013,2758.53,2758.53,2758.53
"M",74,2013,3042.926,3042.926,3042.926
"M",75,2013,3361.896,3361.896,3361.896
"M",76,2013,3728.894,3728.894,3728.894
"M",77,2013,4150.607,4150.607,4150.607
"M",78,2013,4633.396,4633.396,4633.396
"M",79,2013,5188.357,5188.357,5188.357
"M",80,2013,5826.712,5826.712,5826.712
"M",81,2013,6557.448,6557.448,6557.448
"M",82,2013,7386.934,7386.934,7386.934
"M",83,2013,8316.15,8316.15,8316.15
"M",84,2013,9348.326,9348.326,9348.326
"M",85,2013,10497.15,10497.15,10497.15
"M",86,2013,11757.16,11757.16,11757.16
"M",87,2013,13128.45,13128.45,13128.45
"M",88,2013,14612.28,14612.28,14612.28
"M",89,2013,16203.08,16203.08,16203.08
"M",90,2013,17906.94,17906.94,17906.94
"M",91,2013,19719.31,19719.31,19719.31
"M",92,2013,21641.72,21641.72,21641.72
"M",93,2013,23688.69,23688.69,23688.69
"M",94,2013,25867.83,25867.83,25867.83
"M",95,2013,28181.49,28181.49,28181.49
"M",96,2013,30624.21,30624.21,30624.21
"M",97,2013,33250.17,33250.17,33250.17
"M",98,2013,36002.58,36002.58,36002.58
"M",99,2013,38785.35,38785.35,38785.35
"M",100,2013,41632.32,41632.32,41632.32
"M",101,2013,44539.77,44539.77,44539.77
"M",102,2013,47485.75,47485.75,47485.75
"M",103,2013,50449.61,50449.61,50449.61
"M",104,2013,53413.12,53413.12,53413.12
"M",105,2013,56363.04,56363.04,56363.04
"M",106,2013,59285.27,59285.27,59285.27
"M",107,2013,62165.96,62165.96,62165.96
"M",108,2013,64990.37,64990.37,64990.37
"M",109,2013,67742.58,67742.58,67742.58
"M",110,2013,70408.86,70408.86,70408.86
"M",111,2013,72977.89,72977.89,72977.89
"M",112,2013,75439.82,75439.82,75439.82
"M",113,2013,77786.88,77786.88,77786.88
"M",114,2013,80013.34,80013.34,80013.34
"M",115,2013,82115.5,82115.5,82115.5
"M",116,2013,84091.49,84091.49,84091.49
"M",117,2013,85941.14,85941.14,85941.14
"M",118,2013,87665.75,87665.75,87665.75
"M",119,2013,89267.92,89267.92,89267.92
"M",120,2013,90751.31,90751.31,90751.31
"M",121,2013,92120.41,92120.41,92120.41
"M",122,2013,93380.37,93380.37,93380.37
"M",123,2013,94536.79,94536.79,94536.79
"M",124,2013,95595.59,95595.59,95595.59
"M",125,2013,1e+05,1e+05,1e+05
"F",-1,2014,317.1617,317.1617,317.1617
"F",0,2014,70.13076,70.13076,70.13076
"F",1,2014,22.46947,22.46947,22.46947
"F",2,2014,14.27164,14.27164,14.27164
"F",3,2014,10.91342,10.91342,10.91342
"F",4,2014,9.369557,9.369557,9.369557
"F",5,2014,8.416332,8.416332,8.416332
"F",6,2014,7.678819,7.678819,7.678819
"F",7,2014,7.151682,7.151682,7.151682
"F",8,2014,6.834082,6.834082,6.834082
"F",9,2014,6.78222,6.78222,6.78222
"F",10,2014,7.04911,7.04911,7.04911
"F",11,2014,7.683026,7.683026,7.683026
"F",12,2014,8.796655,8.796655,8.796655
"F",13,2014,10.34926,10.34926,10.34926
"F",14,2014,12.21188,12.21188,12.21188
"F",15,2014,14.16028,14.16028,14.16028
"F",16,2014,16.04066,16.04066,16.04066
"F",17,2014,17.90059,17.90059,17.90059
"F",18,2014,19.80493,19.80493,19.80493
"F",19,2014,21.44447,21.44447,21.44447
"F",20,2014,22.4074,22.4074,22.4074
"F",21,2014,22.85704,22.85704,22.85704
"F",22,2014,23.14254,23.14254,23.14254
"F",23,2014,23.48102,23.48102,23.48102
"F",24,2014,24.24229,24.24229,24.24229
"F",25,2014,25.6594,25.6594,25.6594
"F",26,2014,27.63506,27.63506,27.63506
"F",27,2014,30.09553,30.09553,30.09553
"F",28,2014,32.93345,32.93345,32.93345
"F",29,2014,36.00911,36.00911,36.00911
"F",30,2014,39.17919,39.17919,39.17919
"F",31,2014,42.43651,42.43651,42.43651
"F",32,2014,45.87986,45.87986,45.87986
"F",33,2014,49.62928,49.62928,49.62928
"F",34,2014,53.83848,53.83848,53.83848
"F",35,2014,58.6824,58.6824,58.6824
"F",36,2014,64.25912,64.25912,64.25912
"F",37,2014,70.50003,70.50003,70.50003
"F",38,2014,77.32015,77.32015,77.32015
"F",39,2014,84.61975,84.61975,84.61975
"F",40,2014,92.47402,92.47402,92.47402
"F",41,2014,100.7983,100.7983,100.7983
"F",42,2014,109.5427,109.5427,109.5427
"F",43,2014,118.9679,118.9679,118.9679
"F",44,2014,129.2963,129.2963,129.2963
"F",45,2014,140.8996,140.8996,140.8996
"F",46,2014,154.0787,154.0787,154.0787
"F",47,2014,168.954,168.954,168.954
"F",48,2014,185.524,185.524,185.524
"F",49,2014,203.8611,203.8611,203.8611
"F",50,2014,223.8569,223.8569,223.8569
"F",51,2014,244.56,244.56,244.56
"F",52,2014,267.1801,267.1801,267.1801
"F",53,2014,293.0393,293.0393,293.0393
"F",54,2014,322.132,322.132,322.132
"F",55,2014,354.3922,354.3922,354.3922
"F",56,2014,388.7838,388.7838,388.7838
"F",57,2014,425.4244,425.4244,425.4244
"F",58,2014,464.7446,464.7446,464.7446
"F",59,2014,506.5662,506.5662,506.5662
"F",60,2014,551.1441,551.1441,551.1441
"F",61,2014,598.8812,598.8812,598.8812
"F",62,2014,650.5357,650.5357,650.5357
"F",63,2014,707.0403,707.0403,707.0403
"F",64,2014,769.6344,769.6344,769.6344
"F",65,2014,840.2391,840.2391,840.2391
"F",66,2014,920.516,920.516,920.516
"F",67,2014,1011.915,1011.915,1011.915
"F",68,2014,1115.599,1115.599,1115.599
"F",69,2014,1233.345,1233.345,1233.345
"F",70,2014,1364.579,1364.579,1364.579
"F",71,2014,1510.981,1510.981,1510.981
"F",72,2014,1677.158,1677.158,1677.158
"F",73,2014,1865.071,1865.071,1865.071
"F",74,2014,2077.696,2077.696,2077.696
"F",75,2014,2321.178,2321.178,2321.178
"F",76,2014,2603.534,2603.534,2603.534
"F",77,2014,2933.951,2933.951,2933.951
"F",78,2014,3318.534,3318.534,3318.534
"F",79,2014,3764.464,3764.464,3764.464
"F",80,2014,4279.925,4279.925,4279.925
"F",81,2014,4867.433,4867.433,4867.433
"F",82,2014,5534.088,5534.088,5534.088
"F",83,2014,6293.704,6293.704,6293.704
"F",84,2014,7156.548,7156.548,7156.548
"F",85,2014,8129.546,8129.546,8129.546
"F",86,2014,9218.557,9218.557,9218.557
"F",87,2014,10430.16,10430.16,10430.16
"F",88,2014,11769.55,11769.55,11769.55
"F",89,2014,13240.56,13240.56,13240.56
"F",90,2014,14841.04,14841.04,14841.04
"F",91,2014,16571.96,16571.96,16571.96
"F",92,2014,18437.83,18437.83,18437.83
"F",93,2014,20426.19,20426.19,20426.19
"F",94,2014,22513.16,22513.16,22513.16
"F",95,2014,24666.98,24666.98,24666.98
"F",96,2014,26854.42,26854.42,26854.42
"F",97,2014,29077.28,29077.28,29077.28
"F",98,2014,31353.56,31353.56,31353.56
"F",99,2014,33700.89,33700.89,33700.89
"F",100,2014,36155.76,36155.76,36155.76
"F",101,2014,38737.55,38737.55,38737.55
"F",102,2014,42312.01,42312.01,42312.01
"F",103,2014,46144.81,46144.81,46144.81
"F",104,2014,49319.84,49319.84,49319.84
"F",105,2014,52511.06,52511.06,52511.06
"F",106,2014,55672.64,55672.64,55672.64
"F",107,2014,58788.9,58788.9,58788.9
"F",108,2014,61868.95,61868.95,61868.95
"F",109,2014,64892.23,64892.23,64892.23
"F",110,2014,67840.14,67840.14,67840.14
"F",111,2014,70696.55,70696.55,70696.55
"F",112,2014,73447.05,73447.05,73447.05
"F",113,2014,76079.64,76079.64,76079.64
"F",114,2014,78584.88,78584.88,78584.88
"F",115,2014,80955.87,80955.87,80955.87
"F",116,2014,83188.16,83188.16,83188.16
"F",117,2014,85279.6,85279.6,85279.6
"F",118,2014,87230.1,87230.1,87230.1
"F",119,2014,89041.37,89041.37,89041.37
"F",120,2014,90716.69,90716.69,90716.69
"F",121,2014,92260.55,92260.55,92260.55
"F",122,2014,93678.46,93678.46,93678.46
"F",123,2014,94976.63,94976.63,94976.63
"F",124,2014,96161.79,96161.79,96161.79
"F",125,2014,1e+05,1e+05,1e+05
"M",-1,2014,390.3323,390.3323,390.3323
"M",0,2014,85.04296,85.04296,85.04296
"M",1,2014,25.26947,25.26947,25.26947
"M",2,2014,15.6353,15.6353,15.6353
"M",3,2014,12.01423,12.01423,12.01423
"M",4,2014,10.47386,10.47386,10.47386
"M",5,2014,9.509726,9.509726,9.509726
"M",6,2014,8.645943,8.645943,8.645943
"M",7,2014,7.925664,7.925664,7.925664
"M",8,2014,7.390084,7.390084,7.390084
"M",9,2014,7.207318,7.207318,7.207318
"M",10,2014,7.612205,7.612205,7.612205
"M",11,2014,8.687634,8.687634,8.687634
"M",12,2014,10.48809,10.48809,10.48809
"M",13,2014,13.14643,13.14643,13.14643
"M",14,2014,16.8209,16.8209,16.8209
"M",15,2014,21.63231,21.63231,21.63231
"M",16,2014,27.46978,27.46978,27.46978
"M",17,2014,34.03968,34.03968,34.03968
"M",18,2014,40.71628,40.71628,40.71628
"M",19,2014,46.42494,46.42494,46.42494
"M",20,2014,50.20817,50.20817,50.20817
"M",21,2014,51.95606,51.95606,51.95606
"M",22,2014,52.33823,52.33823,52.33823
"M",23,2014,52.23708,52.23708,52.23708
"M",24,2014,52.48871,52.48871,52.48871
"M",25,2014,53.69309,53.69309,53.69309
"M",26,2014,56.03827,56.03827,56.03827
"M",27,2014,59.41805,59.41805,59.41805
"M",28,2014,63.61606,63.61606,63.61606
"M",29,2014,68.28604,68.28604,68.28604
"M",30,2014,73.17618,73.17618,73.17618
"M",31,2014,78.25668,78.25668,78.25668
"M",32,2014,83.6632,83.6632,83.6632
"M",33,2014,89.66312,89.66312,89.66312
"M",34,2014,96.57712,96.57712,96.57712
"M",35,2014,104.5457,104.5457,104.5457
"M",36,2014,113.5319,113.5319,113.5319
"M",37,2014,123.4781,123.4781,123.4781
"M",38,2014,134.11,134.11,134.11
"M",39,2014,145.2095,145.2095,145.2095
"M",40,2014,156.6968,156.6968,156.6968
"M",41,2014,168.5936,168.5936,168.5936
"M",42,2014,180.9944,180.9944,180.9944
"M",43,2014,193.9559,193.9559,193.9559
"M",44,2014,207.5439,207.5439,207.5439
"M",45,2014,221.979,221.979,221.979
"M",46,2014,237.7102,237.7102,237.7102
"M",47,2014,255.1313,255.1313,255.1313
"M",48,2014,274.8166,274.8166,274.8166
"M",49,2014,297.3281,297.3281,297.3281
"M",50,2014,323.4693,323.4693,323.4693
"M",51,2014,353.8685,353.8685,353.8685
"M",52,2014,388.1341,388.1341,388.1341
"M",53,2014,426.3564,426.3564,426.3564
"M",54,2014,469.1353,469.1353,469.1353
"M",55,2014,516.4777,516.4777,516.4777
"M",56,2014,568.2795,568.2795,568.2795
"M",57,2014,624.9201,624.9201,624.9201
"M",58,2014,686.1875,686.1875,686.1875
"M",59,2014,751.2793,751.2793,751.2793
"M",60,2014,819.7183,819.7183,819.7183
"M",61,2014,891.8012,891.8012,891.8012
"M",62,2014,968.7558,968.7558,968.7558
"M",63,2014,1052.239,1052.239,1052.239
"M",64,2014,1144.33,1144.33,1144.33
"M",65,2014,1248.353,1248.353,1248.353
"M",66,2014,1368.483,1368.483,1368.483
"M",67,2014,1507.458,1507.458,1507.458
"M",68,2014,1665.81,1665.81,1665.81
"M",69,2014,1843.899,1843.899,1843.899
"M",70,2014,2042.514,2042.514,2042.514
"M",71,2014,2261.035,2261.035,2261.035
"M",72,2014,2499.111,2499.111,2499.111
"M",73,2014,2758.53,2758.53,2758.53
"M",74,2014,3042.926,3042.926,3042.926
"M",75,2014,3361.896,3361.896,3361.896
"M",76,2014,3728.894,3728.894,3728.894
"M",77,2014,4150.607,4150.607,4150.607
"M",78,2014,4633.396,4633.396,4633.396
"M",79,2014,5188.357,5188.357,5188.357
"M",80,2014,5826.712,5826.712,5826.712
"M",81,2014,6557.448,6557.448,6557.448
"M",82,2014,7386.934,7386.934,7386.934
"M",83,2014,8316.15,8316.15,8316.15
"M",84,2014,9348.326,9348.326,9348.326
"M",85,2014,10497.15,10497.15,10497.15
"M",86,2014,11757.16,11757.16,11757.16
"M",87,2014,13128.45,13128.45,13128.45
"M",88,2014,14612.28,14612.28,14612.28
"M",89,2014,16203.08,16203.08,16203.08
"M",90,2014,17906.94,17906.94,17906.94
"M",91,2014,19719.31,19719.31,19719.31
"M",92,2014,21641.72,21641.72,21641.72
"M",93,2014,23688.69,23688.69,23688.69
"M",94,2014,25867.83,25867.83,25867.83
"M",95,2014,28181.49,28181.49,28181.49
"M",96,2014,30624.21,30624.21,30624.21
"M",97,2014,33250.17,33250.17,33250.17
"M",98,2014,36002.58,36002.58,36002.58
"M",99,2014,38785.35,38785.35,38785.35
"M",100,2014,41632.32,41632.32,41632.32
"M",101,2014,44539.77,44539.77,44539.77
"M",102,2014,47485.75,47485.75,47485.75
"M",103,2014,50449.61,50449.61,50449.61
"M",104,2014,53413.12,53413.12,53413.12
"M",105,2014,56363.04,56363.04,56363.04
"M",106,2014,59285.27,59285.27,59285.27
"M",107,2014,62165.96,62165.96,62165.96
"M",108,2014,64990.37,64990.37,64990.37
"M",109,2014,67742.58,67742.58,67742.58
"M",110,2014,70408.86,70408.86,70408.86
"M",111,2014,72977.89,72977.89,72977.89
"M",112,2014,75439.82,75439.82,75439.82
"M",113,2014,77786.88,77786.88,77786.88
"M",114,2014,80013.34,80013.34,80013.34
"M",115,2014,82115.5,82115.5,82115.5
"M",116,2014,84091.49,84091.49,84091.49
"M",117,2014,85941.14,85941.14,85941.14
"M",118,2014,87665.75,87665.75,87665.75
"M",119,2014,89267.92,89267.92,89267.92
"M",120,2014,90751.31,90751.31,90751.31
"M",121,2014,92120.41,92120.41,92120.41
"M",122,2014,93380.37,93380.37,93380.37
"M",123,2014,94536.79,94536.79,94536.79
"M",124,2014,95595.59,95595.59,95595.59
"M",125,2014,1e+05,1e+05,1e+05
"F",-1,2015,289.1584,282.9085,295.4148
"F",0,2015,63.95769,62.5753,65.34154
"F",1,2015,20.50624,20.0628,20.95018
"F",2,2015,13.00028,12.71861,13.28227
"F",3,2015,9.914755,9.699354,10.1304
"F",4,2015,8.495028,8.310093,8.680171
"F",5,2015,7.62472,7.458598,7.791029
"F",6,2015,6.957628,6.806063,7.109364
"F",7,2015,6.484338,6.343178,6.625657
"F",8,2015,6.201071,6.066181,6.336113
"F",9,2015,6.156756,6.02289,6.290772
"F",10,2015,6.398822,6.259689,6.538113
"F",11,2015,6.9716,6.819954,7.123417
"F",12,2015,7.97797,7.804343,8.151792
"F",13,2015,9.381931,9.177661,9.586432
"F",14,2015,11.06852,10.82749,11.30983
"F",15,2015,12.83679,12.5573,13.11659
"F",16,2015,14.54862,14.23203,14.86558
"F",17,2015,16.24751,15.89421,16.60121
"F",18,2015,17.99218,17.6013,18.3835
"F",19,2015,19.50076,19.07753,19.92446
"F",20,2015,20.39739,19.95516,20.84011
"F",21,2015,20.82955,20.37846,21.28115
"F",22,2015,21.11506,20.65834,21.5723
"F",23,2015,21.45261,20.98922,21.91653
"F",24,2015,22.17531,21.6969,22.65425
"F",25,2015,23.49847,22.99211,24.00541
"F",26,2015,25.34005,24.79471,25.886
"F",27,2015,27.63066,27.03678,28.22521
"F",28,2015,30.27098,29.62111,30.92157
"F",29,2015,33.13011,32.41957,33.84144
"F",30,2015,36.07042,35.29734,36.84435
"F",31,2015,39.08244,38.24511,39.9207
"F",32,2015,42.25573,41.35047,43.162
"F",33,2015,45.70476,44.72553,46.68507
"F",34,2015,49.57511,48.51286,50.63855
"F",35,2015,54.03393,52.87612,55.19301
"F",36,2015,59.17463,57.90684,60.44384
"F",37,2015,64.92908,63.5382,66.3215
"F",38,2015,71.20919,69.6838,72.73626
"F",39,2015,77.91169,76.24235,79.58288
"F",40,2015,85.11125,83.28701,86.93749
"F",41,2015,92.70611,90.71771,94.69668
"F",42,2015,100.6227,98.46191,102.786
"F",43,2015,109.1259,106.7792,111.4751
"F",44,2015,118.4498,115.8995,121.003
"F",45,2015,128.9508,126.1717,131.733
"F",46,2015,140.9264,137.8875,143.9686
"F",47,2015,154.4857,151.1537,157.8214
"F",48,2015,169.6375,165.979,173.3001
"F",49,2015,186.4846,182.4648,190.5088
"F",50,2015,204.943,200.5294,209.3614
"F",51,2015,224.059,219.2377,228.8855
"F",52,2015,244.9007,239.634,250.173
"F",53,2015,268.7179,262.9422,274.4997
"F",54,2015,295.5084,289.1602,301.8634
"F",55,2015,325.1617,318.1788,332.152
"F",56,2015,356.7688,349.1104,364.4352
"F",57,2015,390.6261,382.2499,399.0111
"F",58,2015,427.1301,417.9818,436.2879
"F",59,2015,465.9169,455.9452,475.8987
"F",60,2015,507.0721,496.2228,517.9324
"F",61,2015,550.905,539.1158,562.7059
"F",62,2015,598.0981,585.2932,610.9157
"F",63,2015,649.5278,635.6126,663.4566
"F",64,2015,706.3355,691.1915,721.4942
