"Age","Year","Principal","Low","High","Principal.2012","Low.2012","High.2012"
27,2023,104.5048113,93.4632104,108.0167935,102.501164532404,90.3123188755587,115.410698246161
28,2023,110.7164288,99.21652061,114.2976751,109.53361780002,96.969130769701,122.869915804231
29,2023,117.3399978,107.3885642,123.2165193,113.991376121694,101.338912820119,127.277699790469
30,2023,117.7564676,109.195617,129.1716958,119.730786476814,109.440746109273,130.941265571389
31,2023,120.6269911,113.1846488,133.2222232,123.097520227935,112.95224286883,133.995963841389
32,2023,117.5335587,109.4059053,128.2986066,117.740763417158,108.352351823349,127.577892123515
33,2023,110.0093759,102.5290313,119.9452214,111.8980471931,103.271372651015,120.76573103406
34,2023,103.556379,95.97541252,111.9715806,104.816829439232,96.982920197028,112.704670458363
35,2023,93.3643409,85.99463546,103.3308694,95.3862497807168,86.5225046990314,101.811480468894
36,2023,83.83079442,74.81035564,89.64772056,80.8250106729093,73.5224496843836,87.2313403826626
37,2023,71.71803107,61.76580829,73.92861965,66.6817157156636,60.6805101203669,71.8266593172792
38,2023,59.24117876,48.86457279,58.4812997,51.5258524210195,46.9308598373526,55.4673033774544
39,2023,48.93214619,38.48809425,46.11868264,39.9606386062594,36.3411267919447,43.0207317843426
40,2023,32.81900023,27.30726792,34.16688412,29.5126141572213,26.5385709692784,32.8811711883531
41,2023,23.93418735,17.96978113,22.50315907,19.4196557785395,17.4370601388793,21.5999319231987
42,2023,14.90588434,11.24128678,14.12276142,12.3843867053551,11.0907214932981,13.7890075452101
43,2023,8.763945007,6.600791043,8.311904439,7.05621470528783,6.31278767114103,7.86260390994734
44,2023,5.119606271,3.845905741,4.856101469,4.06333522716534,3.63175516607196,4.53841495594223
45,2023,2.66298811,2.66125274,2.637202021,2.31926628744522,2.07393219666784,2.60173877049423
46,2023,3.599080958,3.596735572,3.564230549,2.94905871156448,2.63710460712754,3.3082360692583
47,2023,3.599080958,3.596735572,3.564230549,2.94905871156448,2.63710460712754,3.3082360692583
48,2023,3.599080958,3.596735572,3.564230549,2.94905871156448,2.63710460712754,3.3082360692583
49,2023,3.599080958,3.596735572,3.564230549,2.94905871156448,2.63710460712754,3.3082360692583
15,2024,1.565674652,1.588043708,1.613258642,2.0822688086795,1.86471966024345,2.33527358155032
16,2024,4.314743692,4.368042359,4.6691325,5.66249147922144,5.07493655401319,6.34994063220693
17,2024,12.44649069,12.62522772,13.49315034,14.4033555385798,12.6800636549684,16.1898588013363
18,2024,20.2619239,20.57260273,23.98838938,23.51602481744,20.3829716001331,26.4553245076961
19,2024,32.91942419,32.28649295,37.87555674,33.9153731495124,29.0055805574168,38.1357161392661
20,2024,41.81263058,39.79139918,47.47808667,47.5049944030005,40.9944851254803,54.8224464160468
21,2024,47.88846574,45.15610815,54.12137597,54.9438866953767,46.1583647395118,62.3224481498844
22,2024,55.09771753,51.48081737,61.7411706,65.048822446507,54.6105149461604,73.8417547131896
23,2024,63.22350828,58.58963045,70.22769272,72.0936235905997,60.4713039789838,81.8206894987819
24,2024,73.82129596,66.40639547,79.34392423,80.6707469685548,67.9105922970494,91.2561267636607
25,2024,85.05671542,75.52920735,88.95243094,88.2916009037261,77.249592020463,99.9450706219559
26,2024,95.07206572,84.48806384,99.18273713,94.8414863260054,83.4328520751148,107.347033896659
27,2024,104.571745,93.04806991,108.8275968,102.183601137871,90.2439975857485,115.408727451417
28,2024,110.8257246,98.8205159,115.135699,109.21909290959,96.9816381680363,122.861388373411
29,2024,117.6984661,107.0471146,124.122564,113.692971849082,101.411572060847,127.260216446139
30,2024,118.0621167,109.0366162,130.6319923,119.858454509086,109.680325882326,130.923880751911
31,2024,121.0814382,113.2049118,134.8217972,123.317300973827,113.336637821521,133.97099443859
32,2024,118.1962711,109.677714,130.0534386,118.101948219588,108.891811018667,127.673645001641
33,2024,110.6903881,102.8713357,121.6316241,112.311029338617,103.890943770601,120.907673295944
34,2024,104.0975887,96.23107767,113.4084206,105.128847797053,97.5291945999651,112.725463815498
35,2024,93.80098067,86.1947509,104.6768406,95.7818236626501,86.9861130287726,102.006133497638
36,2024,84.05056725,74.82487158,90.60846252,81.0480190317252,73.8296303965548,87.3274564128831
37,2024,71.76579827,61.64754418,74.55657069,66.7515622045648,60.8307553960517,71.7637863048027
38,2024,59.31782119,48.79524012,58.99752622,51.6141215647725,47.0895037981042,55.4436829753142
39,2024,49.04338346,38.46327159,46.57033074,40.0729331824,36.4972276115305,43.0574958170265
40,2024,32.91180805,27.30394846,34.66359734,29.6456499101298,26.6739160585923,32.9878951666365
41,2024,24.07295458,17.92968499,22.7933897,19.4854504354821,17.5035357745748,21.6504999077371
42,2024,14.95762858,11.19406278,14.28259332,12.4129032817019,11.1173449885577,13.8077445863545
43,2024,8.793737996,6.575544151,8.409446638,7.06760122994347,6.3241585908826,7.86774270162586
44,2024,5.136841246,3.831720638,4.915918499,4.06398432190857,3.6329669103128,4.53341336807283
45,2024,2.666676637,2.664242059,2.638840452,2.3191361179802,2.07468609881827,2.59755709611009
46,2024,3.604066074,3.600775695,3.566444922,2.94889319482461,2.63806322999737,3.30291886901346
47,2024,3.604066074,3.600775695,3.566444922,2.94889319482461,2.63806322999737,3.30291886901346
48,2024,3.604066074,3.600775695,3.566444922,2.94889319482461,2.63806322999737,3.30291886901346
49,2024,3.604066074,3.600775695,3.566444922,2.94889319482461,2.63806322999737,3.30291886901346
15,2025,1.562801733,1.584822563,1.608790616,2.08178057703943,1.86664623729792,2.33470509761376
16,2025,4.307343811,4.359447405,4.671476677,5.66162982914831,5.08050400132599,6.34839400010764
17,2025,12.42485739,12.59652112,13.49706022,14.387848897915,12.6777472212214,16.1846221837055
18,2025,20.22569136,20.52449184,24.10958442,23.4701689939113,20.3534429779267,26.4431189071225
19,2025,32.85984196,32.20865437,38.08933403,33.819353705245,28.9239605073463,38.1097545933568
20,2025,41.71223985,39.69051522,47.78093251,47.370108823955,40.8630215735876,54.7790236845731
21,2025,47.76136782,45.03610065,54.49331316,54.7871235071089,46.0149498881753,62.2943583154181
22,2025,54.94761984,51.34106328,62.17389183,64.9082121122526,54.4680742818765,73.8613962770829
23,2025,63.05221771,58.42762651,70.72549125,71.9671109974258,60.3099033619477,81.8877866297987
24,2025,73.62739132,66.22457303,79.90106114,80.563260356264,67.754222854237,91.3508074286804
25,2025,84.99936043,75.30538442,89.63306664,88.1854794322577,77.0641887519261,100.052121944838
26,2025,95.00727464,84.21556787,99.86736242,94.7508756705102,83.2930364487893,107.422662933454
27,2025,104.4875884,92.72317386,109.5020167,102.083453243387,90.1400041831856,115.489127364979
28,2025,110.7306357,98.4763085,115.7888961,109.117905223568,96.9457983570068,122.937895041444
29,2025,117.6548542,106.7540737,124.821203,113.611205074766,101.438451711753,127.323627286409
30,2025,118.1057441,108.8609082,131.8165189,119.871585915308,109.836301859187,131.000922158014
31,2025,121.2651831,113.2124938,136.1354223,123.431457068002,113.627427835551,134.078033890492
32,2025,118.4547327,109.809169,131.3673191,118.267345323922,109.255815982276,127.78181247317
33,2025,111.1243974,103.2020458,123.0509592,112.639542646363,104.432926829346,121.171750216544
34,2025,104.741849,96.64013546,114.7825774,105.478022205964,98.1135890175323,112.998656824457
35,2025,94.25931509,86.47816298,105.8965811,95.9857227312606,87.4257727015729,102.113952499844
36,2025,84.39971719,75.01491856,91.57774133,81.1979745641503,74.1913474288394,87.3754467259979
37,2025,71.91359823,61.66826538,75.18564436,66.7814886085397,61.0420448395081,71.6914228976744
38,2025,59.33404591,48.71416803,59.37951954,51.5509484266502,47.1814297856598,55.2750933288047
39,2025,49.08521024,38.41364467,46.89064313,40.0587916008545,36.5970916912941,42.9667409169177
40,2025,32.98459129,27.30538164,35.08756682,29.6704033858349,26.7850272109346,32.9506404406303
41,2025,24.18389462,17.92810212,23.08269898,19.5139485192979,17.5827459246989,21.6464778818527
42,2025,14.99812031,11.16940151,14.44477901,12.4235256281393,11.1565656975405,13.800650441974
43,2025,8.803182897,6.551673531,8.493443453,7.0600445016299,6.33481598413307,7.84813080513913
44,2025,5.140808065,3.817629235,4.966119712,4.05733832735574,3.63738081749128,4.51863302241174
45,2025,2.662302462,2.659657887,2.627656082,2.3095896723024,2.07292136080204,2.58072180342209
46,2025,3.598154291,3.594580095,3.551329025,2.9367544296716,2.63581928067229,3.28151198407228
47,2025,3.598154291,3.594580095,3.551329025,2.9367544296716,2.63581928067229,3.28151198407228
48,2025,3.598154291,3.594580095,3.551329025,2.9367544296716,2.63581928067229,3.28151198407228
49,2025,3.598154291,3.594580095,3.551329025,2.9367544296716,2.63581928067229,3.28151198407228
15,2026,1.557538949,1.581564184,1.598895227,2.08090097563878,1.86688942848814,2.33362397918397
16,2026,4.293146268,4.350988783,4.656821287,5.65957013390459,5.0812943358936,6.34528768686484
17,2026,12.38169648,12.56825721,13.45206235,14.3791418336405,12.6755513868188,16.1765424407652
18,2026,20.15473127,20.47681821,24.14511943,23.4459419206066,20.3383696015062,26.4289719913653
19,2026,32.74453411,32.13161719,38.16113943,33.761901022565,28.8749410034598,38.0856720850447
20,2026,41.60813287,39.59069487,47.90036775,47.2819900661596,40.770905934334,54.7394740267218
21,2026,47.63568604,44.91779491,54.66029048,54.6488185559721,45.8677194279642,62.2390795129971
22,2026,54.79470501,51.2038584,62.37744055,64.7554791174215,54.3043411875563,73.8151355542027
23,2026,62.87365367,58.26885292,70.96396876,71.8287785973552,60.1440390272662,81.8810442425062
24,2026,73.42222436,66.04473464,80.16178198,80.4419681986414,67.5810076610035,91.3763952991651
25,2026,84.76923557,75.10417973,90.00385907,88.0643672520493,76.8557600632844,100.094996811213
26,2026,94.7522921,83.98123331,100.2337588,94.6530855635305,83.1158242060989,107.460193653752
27,2026,104.2125738,92.45146562,109.8380464,101.98724828691,89.9756686647645,115.506806192916
28,2026,110.4402098,98.1852651,116.0821602,109.027435614664,96.8396711866103,122.93757655997
29,2026,117.3683574,106.4798805,125.0911388,113.521747263759,101.380837265976,127.305863467205
30,2026,117.9979869,108.6687568,132.5105188,119.83194560897,109.86625796827,130.961072512583
31,2026,121.2734276,113.1760766,136.9177411,123.505039909188,113.791905826043,134.093441827592
32,2026,118.5641281,109.9184795,132.1870346,118.400110767619,109.500918055974,127.822161127198
33,2026,111.2692717,103.3725756,123.8339085,112.823283703398,104.757237453209,121.236725400051
34,2026,105.3181968,97.03651456,115.7214254,105.810478469675,98.6016346949116,113.216223196824
35,2026,94.81795377,86.91004561,106.8994352,96.2771730683664,87.8815244390652,102.292725767874
36,2026,84.76581507,75.27255313,92.28402057,81.3612545342788,74.5158079831597,87.4293645292568
37,2026,72.16587201,61.82621007,75.69317541,66.8879754268058,61.28197856008,71.70449485255
38,2026,59.43319417,48.74135344,59.66753859,51.5666143436936,47.3113239739739,55.1990034250843
