"GSS.Code","Sex","Age","Year","Births"
"E06000014","F",39,2013,45.355
"E06000014","F",40,2013,36.77
"E06000014","F",41,2013,21.932
"E06000014","F",42,2013,16.512
"E06000014","F",43,2013,7.435
"E06000014","F",44,2013,3.423
"E06000015","F",15,2013,4.935
"E06000015","F",16,2013,16.056
"E06000015","F",17,2013,36.002
"E06000015","F",18,2013,63.791
"E06000015","F",19,2013,92.785
"E06000015","F",20,2013,123.203
"E06000015","F",21,2013,135.093
"E06000015","F",22,2013,153.056
"E06000015","F",23,2013,182.16
"E06000015","F",24,2013,187.74
"E06000015","F",25,2013,219.511
"E06000015","F",26,2013,212.617
"E06000015","F",27,2013,224.986
"E06000015","F",28,2013,212.968
"E06000015","F",29,2013,224.167
"E06000015","F",30,2013,212.643
"E06000015","F",31,2013,211.838
"E06000015","F",32,2013,190.219
"E06000015","F",33,2013,183.455
"E06000015","F",34,2013,165.451
"E06000015","F",35,2013,127.366
"E06000015","F",36,2013,105.185
"E06000015","F",37,2013,84.503
"E06000015","F",38,2013,66.422
"E06000015","F",39,2013,55.327
"E06000015","F",40,2013,41.223
"E06000015","F",41,2013,27.291
"E06000015","F",42,2013,13.791
"E06000015","F",43,2013,9.396
"E06000015","F",44,2013,6.608
"E06000016","F",15,2013,5.786
"E06000016","F",16,2013,17.914
"E06000016","F",17,2013,48.259
"E06000016","F",18,2013,73.421
"E06000016","F",19,2013,103.886
"E06000016","F",20,2013,144.939
"E06000016","F",21,2013,196.074
"E06000016","F",22,2013,278.073
"E06000016","F",23,2013,304.104
"E06000016","F",24,2013,329.74
"E06000016","F",25,2013,326.243
"E06000016","F",26,2013,338.268
"E06000016","F",27,2013,343.217
"E06000016","F",28,2013,367.195
"E06000016","F",29,2013,342.686
"E06000016","F",30,2013,345.045
"E06000016","F",31,2013,314.834
"E06000016","F",32,2013,286.778
"E06000016","F",33,2013,232.883
"E06000016","F",34,2013,198.005
"E06000016","F",35,2013,159.515
"E06000016","F",36,2013,140.309
"E06000016","F",37,2013,117.037
"E06000016","F",38,2013,97.052
"E06000016","F",39,2013,83.256
"E06000016","F",40,2013,59.4
"E06000016","F",41,2013,45.334
"E06000016","F",42,2013,27.246
"E06000016","F",43,2013,18.531
"E06000016","F",44,2013,11.1
"E06000017","F",15,2013,0.637
"E06000017","F",16,2013,0.97
"E06000017","F",17,2013,1.579
"E06000017","F",18,2013,4.124
"E06000017","F",19,2013,8.096
"E06000017","F",20,2013,6.255
"E06000017","F",21,2013,8.022
"E06000017","F",22,2013,11.509
"E06000017","F",23,2013,11.203
"E06000017","F",24,2013,11.572
"E06000017","F",25,2013,12.839
"E06000017","F",26,2013,16.666
"E06000017","F",27,2013,22.473
"E06000017","F",28,2013,18.662
"E06000017","F",29,2013,18.372
"E06000017","F",30,2013,19.736
"E06000017","F",31,2013,22.736
"E06000017","F",32,2013,21.48
"E06000017","F",33,2013,20.963
"E06000017","F",34,2013,19.32
"E06000017","F",35,2013,13.55
"E06000017","F",36,2013,16.334
"E06000017","F",37,2013,9.902
"E06000017","F",38,2013,12.405
"E06000017","F",39,2013,8.503
"E06000017","F",40,2013,7.278
"E06000017","F",41,2013,4.285
"E06000017","F",42,2013,3.583
"E06000017","F",43,2013,1.921
"E06000017","F",44,2013,0.884
"E06000018","F",15,2013,8.287
"E06000018","F",16,2013,21.401
"E06000018","F",17,2013,52.053
"E06000018","F",18,2013,80.799
"E06000018","F",19,2013,105.759
"E06000018","F",20,2013,172.821
"E06000018","F",21,2013,228.683
"E06000018","F",22,2013,272.954
"E06000018","F",23,2013,297.976
"E06000018","F",24,2013,272.157
"E06000018","F",25,2013,246.766
"E06000018","F",26,2013,245.794
"E06000018","F",27,2013,253.009
"E06000018","F",28,2013,258.783
"E06000018","F",29,2013,259.703
"E06000018","F",30,2013,240.845
"E06000018","F",31,2013,228.528
"E06000018","F",32,2013,218.072
"E06000018","F",33,2013,202.833
"E06000018","F",34,2013,178.067
"E06000018","F",35,2013,134.364
"E06000018","F",36,2013,113.424
"E06000018","F",37,2013,102.384
"E06000018","F",38,2013,75.055
"E06000018","F",39,2013,66.014
"E06000018","F",40,2013,47.444
"E06000018","F",41,2013,28.548
"E06000018","F",42,2013,19.486
"E06000018","F",43,2013,13.231
"E06000018","F",44,2013,5.85
"E06000019","F",15,2013,3.497
"E06000019","F",16,2013,4.662
"E06000019","F",17,2013,14.163
"E06000019","F",18,2013,25.606
"E06000019","F",19,2013,39.351
"E06000019","F",20,2013,51.756
"E06000019","F",21,2013,62.919
"E06000019","F",22,2013,74.747
"E06000019","F",23,2013,82.237
"E06000019","F",24,2013,85.453
"E06000019","F",25,2013,97.785
"E06000019","F",26,2013,90.719
"E06000019","F",27,2013,107.56
"E06000019","F",28,2013,107.397
"E06000019","F",29,2013,114.514
"E06000019","F",30,2013,111.721
"E06000019","F",31,2013,109.182
"E06000019","F",32,2013,112.367
"E06000019","F",33,2013,108.44
"E06000019","F",34,2013,89.3
"E06000019","F",35,2013,80.533
"E06000019","F",36,2013,64.107
"E06000019","F",37,2013,55.246
"E06000019","F",38,2013,46.509
"E06000019","F",39,2013,37.598
"E06000019","F",40,2013,27.631
"E06000019","F",41,2013,19.802
"E06000019","F",42,2013,10.586
"E06000019","F",43,2013,7.662
"E06000019","F",44,2013,5.029
"E06000020","F",15,2013,3.342
"E06000020","F",16,2013,11.645
"E06000020","F",17,2013,24.895
